名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
唐李平价大药房,医疗保健服务,医药保健销售店,药房,裕华东路吉祥花园2号楼,北京市,北京市,顺义区,116.5502773,40.08653593
梓林堂大药房,医疗保健服务,医药保健销售店,药房,拥军路与杨二营村中街交叉口西50米,北京市,北京市,顺义区,116.5644642,40.08811018
北京养宜营诊所,医疗保健服务,诊所,诊所,天竺杨二营30号,北京市,北京市,顺义区,116.5623045,40.08499569
北京易红堂诊所,医疗保健服务,诊所,诊所,莹霞旅馆西北70米(天柱东路东),北京市,北京市,顺义区,116.5624054,40.08751764
京顺康门诊,医疗保健服务,诊所,诊所,天竺杨二营村,北京市,北京市,顺义区,116.5636511,40.08823517
北京平价大药房,医疗保健服务,医药保健销售店,药房,拥军路与杨二营村中街交叉口西北50米,北京市,北京市,顺义区,116.5645273,40.08819625
无限极(天柱东路),医疗保健服务,医药保健销售店,医疗保健用品,杨二营27路站牌,北京市,北京市,顺义区,116.5625214,40.08894369
北京国泰永康大药房,医疗保健服务,医药保健销售店,药房,天柱东路东50米,北京市,北京市,顺义区,116.5622706,40.08373473
鑫惠药业,医疗保健服务,医药保健销售店,药房,顺通路49号,北京市,北京市,顺义区,116.6533034,40.09069604
京顺祥和大药房(陶家坟店),医疗保健服务,医药保健销售店,药房,顺仁路东150米,北京市,北京市,顺义区,116.6603844,40.08321618
北京平之堂药房有限公司,医疗保健服务,医药保健销售店,药房,临河西兴路与何家巷街交叉口东100米,北京市,北京市,顺义区,116.6753285,40.08565437
无限极,医疗保健服务,医药保健销售店,医疗保健用品,临河西兴路与何家巷街交叉口东南50米,北京市,北京市,顺义区,116.6746494,40.08555767
顺平康药店,医疗保健服务,医药保健销售店,药房,临河中大街与南顺路交叉口西100米,北京市,北京市,顺义区,116.679153,40.08341636
中西医诊疗所,医疗保健服务,诊所,诊所,临河中大街与南顺路交叉口西北50米,北京市,北京市,顺义区,116.6800106,40.08340377
东方太阳城医院,医疗保健服务,综合医院,综合医院,仁和镇东方太阳城万晴园104栋,北京市,北京市,顺义区,116.7150133,40.08546254
北京顺欣阳光医院,医疗保健服务,综合医院,综合医院,东方太阳城万晴园104楼,北京市,北京市,顺义区,116.7150931,40.08569244
顺义区李遂镇卫生院(环东路),医疗保健服务,综合医院,卫生院,府前街东侧,北京市,北京市,顺义区,116.7530947,40.09051249
春和堂诊所,医疗保健服务,诊所,诊所,李遂镇南孙路李遂镇政府对面附近,北京市,北京市,顺义区,116.7520708,40.08993222
滢瑞康口腔诊所,医疗保健服务,诊所,诊所,李魏路1-64号附近,北京市,北京市,顺义区,116.749782,40.08284116
北京望民康寿大药房,医疗保健服务,医药保健销售店,药房,李遂镇镇政府斜对面,北京市,北京市,顺义区,116.7518668,40.08980117
望民康健大药房,医疗保健服务,医药保健销售店,药房,李魏路东100米,北京市,北京市,顺义区,116.7521068,40.09003222
京芝堂(李遂店),医疗保健服务,医药保健销售店,药房,南孙路李遂段27号,北京市,北京市,顺义区,116.7500498,40.08416713
太平社区卫生服务站,医疗保健服务,诊所,诊所,平南街东150米,北京市,北京市,顺义区,116.7864944,40.08385697
永顺堂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,平北街北50米,北京市,北京市,顺义区,116.7879461,40.08627387
道口社区卫生服务站(道口路),医疗保健服务,综合医院,卫生院,太道路与道口村路交叉口南100米,北京市,北京市,顺义区,116.8106062,40.08788533
井上社区卫生服务站,医疗保健服务,诊所,诊所,杨镇井上村,北京市,北京市,顺义区,116.8472295,40.09005143
小闫口腔诊所,医疗保健服务,诊所,诊所,大孙各庄镇东尹家府后街24号,北京市,北京市,顺义区,116.8796224,40.0853905
北京新顺堂药房,医疗保健服务,医药保健销售店,药房,大孙各庄镇东尹家府村杜石路东尹段2号,北京市,北京市,顺义区,116.879632,40.0882503
大孙各庄镇卫生院,医疗保健服务,综合医院,卫生院,府前东街4号,北京市,北京市,顺义区,116.9161223,40.08950916
北京合飞堂药店,医疗保健服务,医药保健销售店,药房,南孙路附近,北京市,北京市,顺义区,116.9158972,40.08555665
大孙各庄卫生院门诊部,医疗保健服务,综合医院,卫生院,大孙各庄镇,北京市,北京市,顺义区,116.9158867,40.08954537
大孙各庄畜牧兽医卫生防检站,医疗保健服务,动物医疗场所,兽医站,402乡道西50米,北京市,北京市,顺义区,116.9213847,40.08433406
马坊中心卫生院社区卫生中心,医疗保健服务,综合医院,卫生院,密三路与英城路交叉口东南50米,北京市,北京市,平谷区,117.0055784,40.08125713
侯庄社区卫生站,医疗保健服务,诊所,诊所,顺义侯家庄顺平线候家庄公交站,北京市,北京市,平谷区,117.0516962,40.08508767
赵家务社区卫生服务站,医疗保健服务,综合医院,卫生院,赵家务东路西6号附近,北京市,北京市,平谷区,117.0888753,40.08815063
史文莲卫生所,医疗保健服务,诊所,诊所,大旺务中路北50米,北京市,北京市,平谷区,117.1172847,40.08364699
大旺务利民药店,医疗保健服务,医药保健销售店,药房,大巴务中路与大旺务中路交叉口西100米,北京市,北京市,平谷区,117.1216103,40.08399062
苏家坨镇草场村卫生室,医疗保健服务,诊所,诊所,北安河路36号,北京市,北京市,海淀区,116.11358,40.0756947
绿谷门诊,医疗保健服务,诊所,诊所,北安河路34号附近,北京市,北京市,海淀区,116.1141659,40.0759452
杨剑诊所,医疗保健服务,诊所,诊所,苏家坨草厂村346号,北京市,北京市,海淀区,116.1147405,40.07782859
安河民康堂药店,医疗保健服务,医药保健销售店,药房,草厂村361号,北京市,北京市,海淀区,116.1147744,40.07920553
苏家坨镇社区卫生服务中心,医疗保健服务,综合医院,卫生院,苏家坨,北京市,北京市,海淀区,116.1529554,40.07812653
北京海淀区精神卫生防止指导中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,温阳路东50米,北京市,北京市,海淀区,116.152814,40.07796029
北京市海淀区精神卫生防治院,医疗保健服务,专科医院,精神病医院,苏家坨镇西小营村温阳路,北京市,北京市,海淀区,116.1529564,40.07813353
北京京海民康大药房,医疗保健服务,医药保健销售店,药房,苏家坨镇温阳路西小营新村西50米,北京市,北京市,海淀区,116.1527166,40.07930502
苏家坨镇动物防疫站,医疗保健服务,动物医疗场所,动物医疗场所,苏家坨路南200米,北京市,北京市,海淀区,116.1619498,40.07685816
苏家坨镇苏三四村卫生室,医疗保健服务,诊所,诊所,苏家坨路21号,北京市,北京市,海淀区,116.1647363,40.07978417
北京洪吉秀中医诊所,医疗保健服务,诊所,诊所,西北旺镇永丰屯村21号,北京市,北京市,海淀区,116.2140032,40.07490681
北京雷振响中医诊所,医疗保健服务,诊所,诊所,西北旺镇永丰屯村,北京市,北京市,海淀区,116.2161138,40.074041
北京永丰屯中医门诊部,医疗保健服务,诊所,诊所,西北旺镇永丰屯村258号,北京市,北京市,海淀区,116.2177122,40.07482247
北京永丰康复中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,永大路81号附近,北京市,北京市,海淀区,116.2160798,40.07410996
新医正骨(永大路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,永大路45号附近,北京市,北京市,海淀区,116.2141216,40.07323604
成人保健,医疗保健服务,医药保健销售店,医疗保健用品,上庄路与永大路交叉口东北200米,北京市,北京市,海淀区,116.2133643,40.07327824
鑫黄浦低价大药房,医疗保健服务,医药保健销售店,药房,西北旺镇永丰屯村西平房6号,北京市,北京市,海淀区,116.2127743,40.07286663
宝芝堂大药房,医疗保健服务,医疗保健服务场所,医疗保健服务场所,永澄北路2号院,北京市,北京市,海淀区,116.2213642,40.0783094
永丰科技企业加速区,医疗保健服务,医疗保健服务场所,医疗保健服务场所,永盛北路与丰慧中路交叉口,北京市,北京市,海淀区,116.2331224,40.07650653
同仁堂(航天城店),医疗保健服务,医药保健销售店,药房,友谊路航天城102号院16-19号楼1层17号,北京市,北京市,海淀区,116.2627906,40.07762534
益康养生堂,医疗保健服务,医药保健销售店,医疗保健用品,西北旺航天城友谊路102号院底商,北京市,北京市,海淀区,116.2624547,40.07798655
无限极(友谊路),医疗保健服务,医药保健销售店,医疗保健用品,友谊路102号23号,北京市,北京市,海淀区,116.2623279,40.07735268
解放军第三〇六医院航天城临床部,医疗保健服务,综合医院,三级甲等医院,北清路26号,北京市,北京市,海淀区,116.2600901,40.07825011
总装备部后勤部航天城门诊部,医疗保健服务,诊所,诊所,西北旺北清路二十六号院,北京市,北京市,海淀区,116.2603829,40.07839192
天翼智慧家庭服务体验中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,唐家岭路东150米,北京市,北京市,昌平区,116.2745123,40.08098031
二拨子社区卫生服务站(二拨子路),医疗保健服务,综合医院,卫生院,二拨子路北50米,北京市,北京市,昌平区,116.2962688,40.07294007
李玉清口腔,医疗保健服务,专科医院,口腔医院,二拨子工业园区中路临1号14附近,北京市,北京市,昌平区,116.292634,40.07817667
众仁堂二拨子门诊,医疗保健服务,诊所,诊所,二拨子工业园区东路68号附近,北京市,北京市,昌平区,116.2925811,40.07814875
权健一德中医,医疗保健服务,诊所,诊所,二拨子工业园区东路15号附近,北京市,北京市,昌平区,116.2929204,40.07838019
无限极(华远·静林湾南),医疗保健服务,医药保健销售店,医疗保健用品,回龙观二拨子新村市场北口,北京市,北京市,昌平区,116.2935812,40.07816314
内科中医科平价药品,医疗保健服务,医疗保健服务场所,医疗保健服务场所,二拨子工业园区东路68号附近,北京市,北京市,昌平区,116.2925721,40.07823876
全科诊所,医疗保健服务,诊所,诊所,二拨子新村,北京市,北京市,昌平区,116.2962308,40.07300313
二拔子村卫生室,医疗保健服务,诊所,诊所,二拨子新村东区(龙兴园西区东50米),北京市,北京市,昌平区,116.2962308,40.07300313
北京安岩诊所,医疗保健服务,诊所,诊所,二拨子商业街38号,北京市,北京市,昌平区,116.2946151,40.0790874
回龙观社区卫生服务中心(二拨子社区卫生服务站),医疗保健服务,综合医院,卫生院,二拨子新村东区(龙兴园西区东50米),北京市,北京市,昌平区,116.2963187,40.07276699
口腔科(二拨子工业园区东路),医疗保健服务,诊所,诊所,二拨子工业园区中路临1号14附近,北京市,北京市,昌平区,116.2924822,40.07836189
京北博望动物诊所,医疗保健服务,动物医疗场所,宠物诊所,回龙观二拨子商业街42号,北京市,北京市,昌平区,116.2948118,40.07915607
联美口腔,医疗保健服务,专科医院,口腔医院,回龙观北京人家北门向东50米,北京市,北京市,昌平区,116.298709,40.08032145
平价大药房(华远·静林湾东),医疗保健服务,医药保健销售店,药房,二拨子商业街临1号-57,北京市,北京市,昌平区,116.294694,40.07905727
北京福仁康诊所,医疗保健服务,诊所,诊所,回南北路西200米,北京市,北京市,昌平区,116.2986402,40.08028957
兴隆中医理疗康复中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,二拨子京藏高速公路北京人家(东区),北京市,北京市,昌平区,116.2990234,40.08026091
汤姆狗宠物诊所(北京和悦宾馆西),医疗保健服务,动物医疗场所,宠物诊所,回龙观北京人家小区北门底商,北京市,北京市,昌平区,116.2984945,40.08024782
北京人家社区卫生服务站,医疗保健服务,综合医院,卫生院,回龙观,北京市,北京市,昌平区,116.3008683,40.07508305
欣美口腔,医疗保健服务,专科医院,口腔医院,回龙观镇回南路9号院16号楼01层商业C,北京市,北京市,昌平区,116.30596,40.07970663
回龙观宋海军中医诊所,医疗保健服务,诊所,诊所,回南北路佰嘉城小区16号楼,北京市,北京市,昌平区,116.3055669,40.07941837
平价口腔,医疗保健服务,专科医院,口腔医院,G6辅路附近,北京市,北京市,昌平区,116.3020274,40.07887376
北京回龙观宋海军诊所,医疗保健服务,诊所,诊所,回龙观佰嘉城小区16号楼底商,北京市,北京市,昌平区,116.3054781,40.07932953
西医门诊,医疗保健服务,诊所,诊所,回龙观回南北路百嘉城博纳公寓,北京市,北京市,昌平区,116.3056238,40.07939826
口腔科(北京和悦宾馆东南),医疗保健服务,诊所,诊所,昌平路337号附近,北京市,北京市,昌平区,116.3021881,40.07907746
回龙观镇卫生院,医疗保健服务,诊所,诊所,二拨子路附近,北京市,北京市,昌平区,116.2999662,40.07500263
回龙观王淑彦门诊,医疗保健服务,诊所,诊所,回龙观佰嘉城16号楼底商,北京市,北京市,昌平区,116.3057664,40.07955099
众仁堂回龙观二拨子门诊,医疗保健服务,诊所,诊所,G6辅路西100米,北京市,北京市,昌平区,116.3020803,40.07879167
云雨之乐自助成人,医疗保健服务,医药保健销售店,医疗保健用品,二拨子路西50米,北京市,北京市,昌平区,116.2997786,40.07450499
爱鲜蜂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,G6辅路东150米,北京市,北京市,昌平区,116.3058812,40.07922081
仁济大药房,医疗保健服务,医药保健销售店,药房,G6辅路西100米,北京市,北京市,昌平区,116.3018568,40.07860408
金象大药房,医疗保健服务,医药保健销售店,药房,龙禧三街国仕汇底商,北京市,北京市,昌平区,116.3069151,40.07817998
平价药品超市,医疗保健服务,医药保健销售店,药房,昌平路337号附近,北京市,北京市,昌平区,116.3020364,40.07869875
锦祥医馆,医疗保健服务,医药保健销售店,药房,回龙观街道回南路9号佰嘉城小区南门16号楼底商,北京市,北京市,昌平区,116.3060827,40.0797834
康宝莱,医疗保健服务,医药保健销售店,医疗保健用品,回龙观建材城一区,北京市,北京市,昌平区,116.3048224,40.07230118
浩诺斯运动健康工作室(佰嘉城店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观百嘉城7-4-101,北京市,北京市,昌平区,116.3074237,40.08089387
北京安科迅诊所,医疗保健服务,医药保健销售店,药房,回南北路9号院附近,北京市,北京市,昌平区,116.3068819,40.08051789
中盟健康生活馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙禧二街,北京市,北京市,昌平区,116.3073748,40.08077496
健安堂药店(北京人家社区卫生服务站西南),医疗保健服务,医药保健销售店,药房,二拨子北京人家西区(京藏高速公路),北京市,北京市,昌平区,116.3007436,40.07501627
尧来康滋补品行总店,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回南北路28号附近,北京市,北京市,昌平区,116.3077889,40.08103318
尧东康滋补品行,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙禧二街西100米,北京市,北京市,昌平区,116.307733,40.08104429
中医诊所平价药房,医疗保健服务,医药保健销售店,药房,回南北路9号院附近,北京市,北京市,昌平区,116.3068939,40.08050787
中西药房,医疗保健服务,医药保健销售店,医疗保健用品,回南北路9号院附近,北京市,北京市,昌平区,116.3069238,40.08054281
回龙观街道卫生院北京人家预防接种门诊,医疗保健服务,疾病预防机构,疾病预防,回龙观,北京市,北京市,昌平区,116.3009022,40.07509899
口腔中医西医药房,医疗保健服务,医药保健销售店,药房,回南北路24号附近,北京市,北京市,昌平区,116.3070406,40.0804836
北京安科迅诊所西医药房,医疗保健服务,医药保健销售店,药房,龙禧三街,北京市,北京市,昌平区,116.3068879,40.08057687
本草康杨大药房,医疗保健服务,医药保健销售店,药房,回南路10号院(近京客隆回龙观店),北京市,北京市,昌平区,116.3058524,40.07844291
北京养生堂药店(北京人家店),医疗保健服务,医药保健销售店,药房,回龙观镇龙兴园东区38号楼(北京人家北门)1单元101号,北京市,北京市,昌平区,116.2994834,40.08060309
龙华医院,医疗保健服务,综合医院,综合医院,回龙观西大街龙冠大厦北侧,北京市,北京市,昌平区,116.3106515,40.07397333
北京龙禧医院(龙禧三街),医疗保健服务,综合医院,综合医院,回龙观龙禧三街,北京市,北京市,昌平区,116.310644,40.07777809
明信口腔,医疗保健服务,专科医院,口腔医院|医疗保健服务,龙华园32号楼5单元101室,北京市,北京市,昌平区,116.3168424,40.07437956
通达园社区卫生服务站,医疗保健服务,综合医院,卫生院,通达园9号楼,北京市,北京市,昌平区,116.3139606,40.07733586
骏丰频谱(龙禧三街店),医疗保健服务,医药保健销售店,医疗保健用品,育知西路与龙禧三街交叉口西南100米,北京市,北京市,昌平区,116.3147686,40.07860524
瑞冠口腔,医疗保健服务,专科医院,口腔医院,回龙观西大街冠庭中心10号楼底商,北京市,北京市,昌平区,116.3115923,40.07408755
惠仁口腔(龙冠店),医疗保健服务,专科医院,口腔医院,回龙观西大街118号龙冠置业大厦A座1层101室,北京市,北京市,昌平区,116.3133934,40.07305022
瑞翔健康家园(龙禧三街),医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙禧三街通达园2号楼底商,北京市,北京市,昌平区,116.3146968,40.07858938
天丰瑞健康管理服务中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街与育知西路交叉口西北150米,北京市,北京市,昌平区,116.3162237,40.07587165
北京明德康大药房,医疗保健服务,医药保健销售店,药房,回龙观龙泽苑小区西区东门商业楼1号,北京市,北京市,昌平区,116.3188202,40.07174994
康贝聪儿童健康管理中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街85号底商111号,北京市,北京市,昌平区,116.3180524,40.07615313
产后开奶催乳回奶,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街113号附近,北京市,北京市,昌平区,116.3119126,40.07420994
明德徽健康管理会馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街118号,北京市,北京市,昌平区,116.31183,40.07272619
西药中药器械,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街15号楼附近,北京市,北京市,昌平区,116.3184886,40.07508836
漂亮妈妈产后专业修复,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街冠庭中心10号楼5单元502室,北京市,北京市,昌平区,116.311758,40.07397025
立禾慈百草堂,医疗保健服务,医药保健销售店,药房,回龙观西大街85号琥珀天地北面底商116,北京市,北京市,昌平区,116.3182799,40.0760527
医疗器械大卖场,医疗保健服务,医药保健销售店,医疗保健用品,育知西路与龙禧三街交叉口东南150米,北京市,北京市,昌平区,116.3162962,40.07814436
北京益丰和平医药科技有限公司,医疗保健服务,医药保健销售店,药房,风雅园三区三号楼底商,北京市,北京市,昌平区,116.3164598,40.07798006
低价大药房(育知西路),医疗保健服务,医药保健销售店,药房,育知西路与龙禧三街交叉口东南150米,北京市,北京市,昌平区,116.3164489,40.07792008
爱多多成人用品商城自助售货店,医疗保健服务,医药保健销售店,医疗保健用品,龙禧三街180号附近,北京市,北京市,昌平区,116.3116288,40.07801023
低价大药房,医疗保健服务,医药保健销售店,药房,行知路与龙禧三街交叉口东50米,北京市,北京市,昌平区,116.3104684,40.07775742
心理咨询,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街与育知西路交叉口东南200米,北京市,北京市,昌平区,116.318388,40.07364965
健安堂药店(第四分店),医疗保健服务,医药保健销售店,药房,文华西路回龙观龙腾苑四区5号楼,北京市,北京市,昌平区,116.31832,40.07504269
北京仁爱门诊,医疗保健服务,诊所,诊所,回南路10号院13号,北京市,北京市,昌平区,116.3092818,40.07909855
北京养生堂药店(回龙观西大街店),医疗保健服务,医药保健销售店,药房,回龙观西大街118号永辉超市(回龙观店)2层,北京市,北京市,昌平区,116.3121472,40.07296158
北京健安同健平价大药房,医疗保健服务,医药保健销售店,药房,回龙观西大街北侧冠庭中心1楼,北京市,北京市,昌平区,116.3116023,40.07404354
田康聚生活,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观龙泽苑东区14号楼底商,北京市,北京市,昌平区,116.3189908,40.07224458
健康集结号,医疗保健服务,医药保健销售店,医疗保健用品,育知西路19号附近,北京市,北京市,昌平区,116.3189758,40.07222061
健康家园,医疗保健服务,医药保健销售店,医疗保健用品,育知西路回龙观龙泽苑西区25号楼北楼,北京市,北京市,昌平区,116.3185308,40.07235246
北京安达医院,医疗保健服务,综合医院,综合医院,育知东路龙腾苑三区16号楼,北京市,北京市,昌平区,116.3274828,40.07519907
龙华园社区卫生服务站,医疗保健服务,综合医院,卫生院,回龙观龙华园一区1号楼1单元161室,北京市,北京市,昌平区,116.3219854,40.07599958
平价口腔,医疗保健服务,专科医院,口腔医院,龙腾街104号,北京市,北京市,昌平区,116.3238809,40.07674888
百合祥儿童门诊,医疗保健服务,诊所,诊所,育知东路龙腾苑6区30号,北京市,北京市,昌平区,116.3282416,40.07129988
鸿誉堂中医门诊,医疗保健服务,诊所,诊所,回龙观西大街18号2层,北京市,北京市,昌平区,116.3239717,40.0768177
健安堂药店(三分店),医疗保健服务,医药保健销售店,药房,北店嘉园商业街22号(近育知东路),北京市,北京市,昌平区,116.3271738,40.08076129
海誉堂中医门诊,医疗保健服务,诊所,诊所,龙腾街104号附近,北京市,北京市,昌平区,116.3239757,40.0766617
京和维康口腔(回龙观店),医疗保健服务,专科医院,口腔医院,回龙观镇西大街龙华园东区1门1层,北京市,北京市,昌平区,116.3223865,40.0761218
天使妇儿(回龙观分院),医疗保健服务,专科医院,专科医院,回龙观西大街与育知路交汇处西侧,北京市,北京市,昌平区,116.3219473,40.07722057
美风运动,医疗保健服务,医药保健销售店,医疗保健用品,回龙观西大街48号附近,北京市,北京市,昌平区,116.3232923,40.07654203
佳视鑫视力恢复,医疗保健服务,诊所,诊所,回龙观西大街42号附近,北京市,北京市,昌平区,116.3234359,40.07707671
蒙正大药房(西大街店),医疗保健服务,医药保健销售店,药房,回龙观西大街18号港龙商业中心1层,北京市,北京市,昌平区,116.3239717,40.0768177
云趣园三区社区卫生服务站,医疗保健服务,综合医院,卫生院,回龙观云趣园三区11号楼4单元底商,北京市,北京市,昌平区,116.3239065,40.07963164
瑞安鑫诊所,医疗保健服务,诊所,诊所,回龙观西大街148号附近,北京市,北京市,昌平区,116.3249972,40.07791266
鑫康综合门诊,医疗保健服务,诊所,诊所,回龙观西大街148号附近,北京市,北京市,昌平区,116.3248546,40.07782094
口腔中医大药房,医疗保健服务,医药保健销售店,药房,龙腾街104号附近,北京市,北京市,昌平区,116.3238809,40.07674888
龙腾中医按摩小儿推拿,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙腾街4-2号,北京市,北京市,昌平区,116.3244111,40.07379905
口腔专科,医疗保健服务,专科医院,口腔医院,龙腾街4-8号附近,北京市,北京市,昌平区,116.3241946,40.07357249
酷迪宠物(东亚新华店),医疗保健服务,动物医疗场所,动物医疗场所,回龙观西大街上北鑫座底商2号楼-202室(云趣园三区南门),北京市,北京市,昌平区,116.3248047,40.07757605
北京天使回龙观妇儿专科门诊部,医疗保健服务,专科医院,专科医院,回龙观西大街与育知路交叉口西侧,北京市,北京市,昌平区,116.3218346,40.07721379
颐和堂(回龙观),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街琥珀天地对面,北京市,北京市,昌平区,116.3194563,40.07539948
情趣用品,医疗保健服务,医药保健销售店,医疗保健用品,回龙观街道龙华园东区9号楼底商,北京市,北京市,昌平区,116.3208999,40.07585967
健尔康之家,医疗保健服务,医药保健销售店,医疗保健用品,龙腾街2-14号,北京市,北京市,昌平区,116.3260104,40.07388398
海升堂大药房(回龙观店),医疗保健服务,医药保健销售店,药房,回龙观西大街龙腾苑三区7号楼1楼,北京市,北京市,昌平区,116.3272881,40.07653436
王兴义口腔,医疗保健服务,专科医院,口腔医院|医疗保健服务,龙腾街4-16号,北京市,北京市,昌平区,116.324009,40.07375283
悦松中医门诊部,医疗保健服务,诊所,诊所,龙禧苑五区15号楼2号,北京市,北京市,昌平区,116.3273835,40.07987595
北京易康源,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街84-92号附近,北京市,北京市,昌平区,116.3192109,40.07519597
自然之声助听器(回龙观店),医疗保健服务,医药保健销售店,医疗保健用品,"回龙观西大街上北鑫座4号楼202室(上品折扣斜对面,果多美楼上,万意百货路西)",北京市,北京市,昌平区,116.3266244,40.07855849
悦松中医健康管理中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,育知东路龙禧苑五区15号楼1-2层,北京市,北京市,昌平区,116.3272847,40.07993214
青少年视力提升中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观龙腾苑六区1号楼20号,北京市,北京市,昌平区,116.3268045,40.07402845
黔堂,医疗保健服务,医药保健销售店,药房,回龙观西大街东亚上北鑫座4号楼一层,北京市,北京市,昌平区,116.3261984,40.07827733
乐康生活馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,育知路与龙禧三街交叉口西100米,北京市,北京市,昌平区,116.320197,40.08011574
松仁堂药店(旗舰店),医疗保健服务,医药保健销售店,药房,育知路与龙禧三街交叉口西100米,北京市,北京市,昌平区,116.3203147,40.08021651
本草大药房,医疗保健服务,医药保健销售店,药房,回龙观西大街21号北店时代广场B1,北京市,北京市,昌平区,116.3281997,40.07867247
口腔镶牙洗牙,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街98号附近,北京市,北京市,昌平区,116.3190287,40.07217451
助听器专家,医疗保健服务,医药保健销售店,医疗保健用品,回龙观西大街上北鑫座4号楼2层202室,北京市,北京市,昌平区,116.3266733,40.07847341
胡氏正骨堂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观龙禧三街北店嘉园南区农商银行东15米,北京市,北京市,昌平区,116.3276667,40.08097134
百岁园售后服务中心(回龙观店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,昌平路380号附近,北京市,北京市,昌平区,116.3192453,40.07163513
健安堂药店(四分店),医疗保健服务,医药保健销售店,药房,回龙观龙腾街鑫地市场南门西侧100米,北京市,北京市,昌平区,116.3342416,40.07398237
龙腾苑四区社区卫生服务站,医疗保健服务,综合医院,卫生院,回龙观镇龙腾苑四区4-5号,北京市,北京市,昌平区,116.3349051,40.07397913
久闻齿科(东亚·上北中心南),医疗保健服务,专科医院,口腔医院|医疗保健服务,回龙观西大街9号院8-1号,北京市,北京市,昌平区,116.3344833,40.07999752
动物狂犬病免疫接种点,医疗保健服务,疾病预防机构,疾病预防,文华西路与龙腾街交叉口西150米,北京市,北京市,昌平区,116.33185,40.07411285
挪亚动物诊所,医疗保健服务,动物医疗场所,宠物诊所,育知东路龙腾苑五区2号楼2号(近体育公园),北京市,北京市,昌平区,116.3317362,40.07414706
全民康科技龙腾展试厅,医疗保健服务,医药保健销售店,医疗保健用品,龙腾街17号附近,北京市,北京市,昌平区,116.3346786,40.07438253
朋来阁,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙腾街1-10附近,北京市,北京市,昌平区,116.3352313,40.0744895
雅笑口腔,医疗保健服务,专科医院,口腔医院,龙腾苑4区2号楼1号,北京市,北京市,昌平区,116.3373127,40.07408069
北京于庆香诊所,医疗保健服务,诊所,诊所,龙腾苑四区3号楼3号底商(鑫地市场南门对面),北京市,北京市,昌平区,116.3362611,40.07403962
爱尚情趣用品,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙腾街a19-31号附近,北京市,北京市,昌平区,116.3365933,40.07405301
乐康生活馆(龙腾街),医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙腾四区3号楼底商,北京市,北京市,昌平区,116.3364776,40.07403922
欢乐口腔(回龙观分院),医疗保健服务,专科医院,口腔医院,回龙观西大街时代广场D5区麦当劳旁,北京市,北京市,昌平区,116.3295895,40.07888681
上北诊所,医疗保健服务,诊所,诊所,回龙观西大街9号院6-6号,北京市,北京市,昌平区,116.336385,40.08005099
上北综合门诊,医疗保健服务,诊所,诊所,回龙观西大街九号院6-3底商,北京市,北京市,昌平区,116.3365806,40.07998564
浩诺斯运动健康工作室(龙冠店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街16号龙冠商务中心银座305,北京市,北京市,昌平区,116.3311082,40.07803699
北大口腔,医疗保健服务,专科医院,口腔医院,回龙观西大街21号附近,北京市,北京市,昌平区,116.3295157,40.07882495
怀顺堂综合门诊,医疗保健服务,诊所,诊所,回龙观西大街9号院17-2号,北京市,北京市,昌平区,116.3325007,40.08076518
瑞倪维儿艾灸馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,文华路与龙腾街交叉口北150米,北京市,北京市,昌平区,116.3383882,40.07524165
